HGNC ID	Approved Symbol	Approved Name	Previous Symbols	Synonyms
HGNC:157	ACTL3~withdrawn	symbol withdrawn, see ACTG2		
HGNC:158	ACTL4~withdrawn	entry withdrawn		
HGNC:159	ACTL5~withdrawn	entry withdrawn		
HGNC:24124	ACTL6A	actin like 6A		Actl6, BAF53A, Arp4, Baf53a, INO80K
HGNC:160	ACTL6B	actin like 6B	ACTL6	BAF53B
HGNC:161	ACTL7A	actin like 7A		
HGNC:162	ACTL7B	actin like 7B		Tact1
HGNC:24018	ACTL8	actin like 8		CT57
HGNC:28494	ACTL9	actin like 9		MGC33407
HGNC:16127	ACTL10	actin like 10	C20orf134	
HGNC:163	ACTN1	actinin alpha 1		
HGNC:20131	ACTN1-AS1	ACTN1 antisense RNA 1	C14orf84	
HGNC:164	ACTN2	actinin alpha 2		
HGNC:165	ACTN3	actinin alpha 3 (gene/pseudogene)		
HGNC:166	ACTN4	actinin alpha 4	FSGS1	
HGNC:44028	ACTN4P1	actinin alpha 4 pseudogene 1		
HGNC:44032	ACTN4P2	actinin alpha 4 pseudogene 2		
HGNC:51621	ACTP1	actin family pseudogene 1		
HGNC:167	ACTR1A	ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)		ARP1, Arp1A
HGNC:168	ACTR1B	ARP1 actin-related protein 1 homolog B, centractin beta (yeast)	CTRN2	Arp1B
HGNC:169	ACTR2	ARP2 actin-related protein 2 homolog (yeast)		ARP2
HGNC:170	ACTR3	ARP3 actin-related protein 3 homolog (yeast)		ARP3
HGNC:17256	ACTR3B	ARP3 actin-related protein 3 homolog B (yeast)		ARP11, ARP3beta
HGNC:37724	ACTR3BP1	ACTR3B pseudogene 1		
HGNC:38677	ACTR3BP2	ACTR3B pseudogene 2		FKSG73
HGNC:38678	ACTR3BP3	ACTR3B pseudogene 3		
HGNC:38681	ACTR3BP4	ACTR3B pseudogene 4		
HGNC:38682	ACTR3BP5	ACTR3B pseudogene 5		
HGNC:38683	ACTR3BP6	ACTR3B pseudogene 6		
HGNC:37282	ACTR3C	ARP3 actin-related protein 3 homolog C (yeast)		ARP11
HGNC:31820	ACTR3P1	ACTR3 pseudogene 1		
HGNC:38676	ACTR3P2	ACTR3 pseudogene 2		
HGNC:38679	ACTR3P3	ACTR3 pseudogene 3		
HGNC:14671	ACTR5	ARP5 actin-related protein 5 homolog (yeast)		FLJ12785, Arp5, INO80M
HGNC:24025	ACTR6	ARP6 actin-related protein 6 homolog (yeast)		ARP6, FLJ13433
HGNC:44210	ACTR6P1	ACTR6 pseudogene 1		
HGNC:14672	ACTR8	ARP8 actin-related protein 8 homolog (yeast)		INO80N
HGNC:17372	ACTR10	actin-related protein 10 homolog (S. cerevisiae)		HARP11, ACTR11, Arp11, Arp10
HGNC:24027	ACTRT1	actin related protein T1		AIP1, KIAA0705, ARIP1, Arp-T1
HGNC:24026	ACTRT2	actin related protein T2		Arp-T2, ARPM2, FLJ25424
HGNC:24022	ACTRT3	actin related protein T3		ARPM1
HGNC:171	ACVR1	activin A receptor type 1	ACVRLK2	SKR1, ALK2, ACVR1A
HGNC:172	ACVR1B	activin A receptor type 1B	ACVRLK4	ALK4, SKR2, ActRIB
HGNC:18123	ACVR1C	activin A receptor type 1C		ALK7, ACVRLK7
HGNC:173	ACVR2A	activin A receptor type 2A	ACVR2	ACTRII
HGNC:174	ACVR2B	activin A receptor type 2B		ActR-IIB
HGNC:44161	ACVR2B-AS1	ACVR2B antisense RNA 1		
HGNC:175	ACVRL1	activin A receptor like type 1	ACVRLK1, ORW2	HHT2, ALK1, HHT
HGNC:176	ACVRLK2~withdrawn	symbol withdrawn, see ACVR1		
HGNC:177	ACY1	aminoacylase 1		
HGNC:178	ACY1L~withdrawn	symbol withdrawn, see CCDC102B		
HGNC:24104	ACY3	aminoacylase 3		HCBP1, MGC9740, ACY-3
HGNC:179	ACYP1	acylphosphatase 1		
HGNC:180	ACYP2	acylphosphatase 2		
HGNC:181	AD1~withdrawn	symbol withdrawn, see APP		
HGNC:182	AD2~withdrawn	symbol withdrawn, see APOE		
HGNC:183	AD3~withdrawn	symbol withdrawn, see PSEN1		
HGNC:184	AD4~withdrawn	symbol withdrawn, see PSEN2		
HGNC:185	AD5	Alzheimer disease 5		
HGNC:186	ADA	adenosine deaminase		
HGNC:30713	ADAD1	adenosine deaminase domain containing 1		Tenr
HGNC:44550	ADAD1P1	adenosine deaminase domain containing 1 pseudogene 1		
HGNC:44552	ADAD1P2	adenosine deaminase domain containing 1 pseudogene 2		
HGNC:30714	ADAD2	adenosine deaminase domain containing 2		TENRL, FLJ00337
HGNC:31853	ADAL	adenosine deaminase-like		
HGNC:187	ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	ADAM1	FTNAP, PH-30a, Ftna, ADAM1P
HGNC:44366	ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)		
HGNC:198	ADAM2	ADAM metallopeptidase domain 2	FTNB	PH-30b, PH30, CT15
HGNC:209	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	CYRN1	ADAM3, tMDCI
HGNC:210	ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	CYRN2	
HGNC:212	ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	ADAM5P	tMDCII
HGNC:213	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	C14orf96	tMDCIV
HGNC:214	ADAM7	ADAM metallopeptidase domain 7		GP-83, EAPI
HGNC:215	ADAM8	ADAM metallopeptidase domain 8		CD156, MS2, CD156a
HGNC:216	ADAM9	ADAM metallopeptidase domain 9	CORD9	MDC9, KIAA0021, MCMP, Mltng
HGNC:188	ADAM10	ADAM metallopeptidase domain 10		kuz, MADM, HsT18717, CD156c
HGNC:189	ADAM11	ADAM metallopeptidase domain 11	MDC	
HGNC:190	ADAM12	ADAM metallopeptidase domain 12		MCMPMltna, MLTN
HGNC:43841	ADAM12-OT1~withdrawn	entry withdrawn		
HGNC:193	ADAM15	ADAM metallopeptidase domain 15		MDC15
HGNC:195	ADAM17	ADAM metallopeptidase domain 17	TACE	cSVP, CD156B
HGNC:196	ADAM18	ADAM metallopeptidase domain 18		tMDCIII, ADAM27
HGNC:197	ADAM19	ADAM metallopeptidase domain 19		MLTNB
HGNC:199	ADAM20	ADAM metallopeptidase domain 20		
HGNC:20102	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	C14orf55	
HGNC:43901	ADAM20P2	ADAM metallopeptidase domain 20 pseudogene 2		
HGNC:43902	ADAM20P3	ADAM metallopeptidase domain 20 pseudogene 3		
HGNC:200	ADAM21	ADAM metallopeptidase domain 21		ADAM31
HGNC:19822	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	ADAM21P	
HGNC:201	ADAM22	ADAM metallopeptidase domain 22		MDC2
HGNC:202	ADAM23	ADAM metallopeptidase domain 23		MDC3
HGNC:203	ADAM24P	ADAM metallopeptidase domain 24, pseudogene		
HGNC:206	ADAM28	ADAM metallopeptidase domain 28		eMDCII, MDC-Lm, MDC-Ls, ADAM23
HGNC:207	ADAM29	ADAM metallopeptidase domain 29		svph1, CT73
HGNC:208	ADAM30	ADAM metallopeptidase domain 30		svph4
HGNC:15479	ADAM32	ADAM metallopeptidase domain 32		
HGNC:15478	ADAM33	ADAM metallopeptidase domain 33	C20orf153	DKFZp434K0521, dJ964F7.1
HGNC:16299	ADAMDEC1	ADAM-like, decysin 1		M12.219
HGNC:217	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1		C3-C5, METH1, KIAA1346
HGNC:218	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2		ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI
HGNC:219	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3		KIAA0366, ADAMTS-4
HGNC:220	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4		KIAA0688, ADAMTS-2, ADMP-1
HGNC:221	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5		ADMP-2, ADAMTS11
HGNC:222	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6		ADAM-TS6
HGNC:223	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7		ADAM-TS7, DKFZp434H204
HGNC:49407	ADAMTS7P1	ADAMTS7 pseudogene 1	ADAMTS7P2	
HGNC:49408	ADAMTS7P2~withdrawn	symbol withdrawn, see ADAMTS7P1		
HGNC:49409	ADAMTS7P3	ADAMTS7 pseudogene 3		
HGNC:49410	ADAMTS7P4	ADAMTS7 pseudogene 4		
HGNC:224	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8		METH2, FLJ41712, ADAM-TS8
HGNC:13202	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9		KIAA1312
HGNC:40625	ADAMTS9-AS1	ADAMTS9 antisense RNA 1		
HGNC:42435	ADAMTS9-AS2	ADAMTS9 antisense RNA 2		
HGNC:13201	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10		ADAM-TS10
HGNC:14605	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12		
HGNC:1366	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	C9orf8	VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322
HGNC:14899	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14		
HGNC:16305	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15		
HGNC:17108	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16		ADAMTS16s
HGNC:17109	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17		FLJ32769, FLJ16363
HGNC:17110	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	ADAMTS21	
HGNC:17111	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19		
HGNC:40797	ADAMTS19-AS1	ADAMTS19 antisense RNA 1		RP11-346A9.1
HGNC:17178	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20		GON-1
HGNC:16662	ADAMTS21~withdrawn	symbol withdrawn, see ADAMTS18		
HGNC:14632	ADAMTSL1	ADAMTS like 1	C9orf94	ADAMTSR1, FLJ35283
HGNC:14631	ADAMTSL2	ADAMTS like 2		KIAA0605
HGNC:14633	ADAMTSL3	ADAMTS like 3		KIAA1233, punctin-2
HGNC:19706	ADAMTSL4	ADAMTS like 4	TSRC1	DKFZP434K1772
HGNC:32041	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1	C1orf138	FLJ45786
HGNC:27912	ADAMTSL5	ADAMTS like 5	THSD6	
HGNC:16486	ADAP1	ArfGAP with dual PH domains 1	CENTA1	GCS1L
HGNC:16487	ADAP2	ArfGAP with dual PH domains 2	CENTA2	
HGNC:225	ADAR	adenosine deaminase, RNA-specific	IFI4, G1P1	ADAR1
HGNC:226	ADARB1	adenosine deaminase, RNA specific B1		ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d
HGNC:227	ADARB2	adenosine deaminase, RNA specific B2 (inactive)		RED2, hRED2, ADAR3
HGNC:23299	ADARB2-AS1	ADARB2 antisense RNA 1	C10orf109, NCRNA00168	bA466B20.1
HGNC:228	ADAT1	adenosine deaminase, tRNA specific 1		
HGNC:21172	ADAT2	adenosine deaminase, tRNA specific 2	DEADC1	dJ20N2.1, TAD2
HGNC:25151	ADAT3	adenosine deaminase, tRNA specific 3		TAD3
HGNC:19038	ADCK1	aarF domain containing kinase 1		FLJ39600
HGNC:19039	ADCK2	aarF domain containing kinase 2		MGC20727
HGNC:16812	ADCK3	aarF domain containing kinase 3	CABC1	COQ8, SCAR9
HGNC:19041	ADCK4	aarF domain containing kinase 4		FLJ12229, COQ8
HGNC:21738	ADCK5	aarF domain containing kinase 5		FLJ35454
HGNC:229	ADCP1	adenosine deaminase complexing protein 1		
HGNC:230	ADCP2~withdrawn	symbol withdrawn, see DPP4		
HGNC:231	ADCR~withdrawn	symbol withdrawn, see WT2		
HGNC:232	ADCY1	adenylate cyclase 1 (brain)		AC1
HGNC:233	ADCY2	adenylate cyclase 2 (brain)		HBAC2, KIAA1060, AC2
HGNC:234	ADCY3	adenylate cyclase 3		AC3
HGNC:235	ADCY4	adenylate cyclase 4		AC4
HGNC:236	ADCY5	adenylate cyclase 5		AC5
HGNC:237	ADCY6	adenylate cyclase 6		AC6
HGNC:238	ADCY7	adenylate cyclase 7		KIAA0037, AC7
HGNC:239	ADCY8	adenylate cyclase 8 (brain)	ADCY3	HBAC1, AC8
HGNC:240	ADCY9	adenylate cyclase 9		AC9
HGNC:21285	ADCY10	adenylate cyclase 10 (soluble)		SAC, Sacy, SACI, HCA2, RP1-313L4.2
HGNC:44143	ADCY10P1	adenylate cyclase 10 (soluble) pseudogene 1		
HGNC:241	ADCYAP1	adenylate cyclase activating polypeptide 1 (pituitary)		PACAP
HGNC:242	ADCYAP1R1	ADCYAP receptor type I		PAC1, PACAPR, PAC1R
HGNC:243	ADD1	adducin 1		
HGNC:244	ADD2	adducin 2		ADDB
HGNC:245	ADD3	adducin 3	ADDL	
HGNC:48682	ADD3-AS1	ADD3 antisense RNA 1		
HGNC:246	ADDL~withdrawn	symbol withdrawn, see ADD3		
HGNC:247	ADFN	albinism-deafness syndrome		
HGNC:21212	ADGB	androglobin	C6orf103	FLJ23121, dJ408K24.1, CAPN16
HGNC:13838	ADGRA1	adhesion G protein-coupled receptor A1	GPR123	KIAA1828
HGNC:49543	ADGRA1-AS1	adhesion G protein-coupled receptor A1 antisense RNA 1	GPR123-AS1	
HGNC:17849	ADGRA2	adhesion G protein-coupled receptor A2	GPR124	TEM5, DKFZp434C211, DKFZp434J0911, KIAA1531, FLJ14390
HGNC:13839	ADGRA3	adhesion G protein-coupled receptor A3	GPR125	FLJ38547, PGR21
HGNC:943	ADGRB1	adhesion G protein-coupled receptor B1	BAI1	
HGNC:944	ADGRB2	adhesion G protein-coupled receptor B2	BAI2	
HGNC:945	ADGRB3	adhesion G protein-coupled receptor B3	BAI3	KIAA0550
HGNC:19893	ADGRD1	adhesion G protein-coupled receptor D1	GPR133	DKFZp434B1272, PGR25
HGNC:18651	ADGRD2	adhesion G protein-coupled receptor D2	GPR144	PGR24
HGNC:3336	ADGRE1	adhesion G protein-coupled receptor E1	TM7LN3, EMR1	
HGNC:3337	ADGRE2	adhesion G protein-coupled receptor E2	EMR2	CD312
HGNC:23647	ADGRE3	adhesion G protein-coupled receptor E3	EMR3	
HGNC:19240	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	GPR127, EMR4, EMR4P	PGR16
HGNC:1711	ADGRE5	adhesion G protein-coupled receptor E5	CD97	TM7LN1
HGNC:18990	ADGRF1	adhesion G protein-coupled receptor F1	GPR110	hGPCR36, PGR19
HGNC:18991	ADGRF2	adhesion G protein-coupled receptor F2	GPR111	hGPCR35, PGR20
HGNC:18989	ADGRF3	adhesion G protein-coupled receptor F3	GPR113	hGPCR37, PGR23
HGNC:19011	ADGRF4	adhesion G protein-coupled receptor F4	GPR115	FLJ38076, PGR18
HGNC:19030	ADGRF5	adhesion G protein-coupled receptor F5	GPR116	DKFZp564O1923, KIAA0758
HGNC:32922	ADGRF5P1	adhesion G protein-coupled receptor F5 pseudogene 1	GPR116P1	
HGNC:32921	ADGRF5P2	adhesion G protein-coupled receptor F5 pseudogene 2	GPR116P2	
HGNC:4512	ADGRG1	adhesion G protein-coupled receptor G1	GPR56	TM7LN4, TM7XN1
HGNC:4516	ADGRG2	adhesion G protein-coupled receptor G2	GPR64	HE6, TM7LN2, EDDM6
HGNC:13728	ADGRG3	adhesion G protein-coupled receptor G3	GPR97	Pb99, PGR26
HGNC:18992	ADGRG4	adhesion G protein-coupled receptor G4	GPR112	RP1-299I16, PGR17
HGNC:19010	ADGRG5	adhesion G protein-coupled receptor G5	GPR114	PGR27
HGNC:13841	ADGRG6	adhesion G protein-coupled receptor G6	GPR126	FLJ14937
HGNC:19241	ADGRG7	adhesion G protein-coupled receptor G7	GPR128	FLJ14454
HGNC:20973	ADGRL1	adhesion G protein-coupled receptor L1	LPHN1	KIAA0821, CIRL1, LEC2
HGNC:18582	ADGRL2	adhesion G protein-coupled receptor L2	LPHH1, LPHN2	KIAA0786, LEC1
HGNC:20974	ADGRL3	adhesion G protein-coupled receptor L3	LPHN3	KIAA0768, LEC3
HGNC:50604	ADGRL3-AS1	adhesion G protein-coupled receptor L3 antisense RNA 1	LPHN3-AS1	
HGNC:20822	ADGRL4	adhesion G protein-coupled receptor L4	ELTD1	ETL
HGNC:17416	ADGRV1	adhesion G protein-coupled receptor V1	USH2C, MASS1, GPR98	DKFZp761P0710, KIAA0686, FEB4, VLGR1
HGNC:249	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	ADH1	
HGNC:250	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	ADH2	
HGNC:251	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	ADH3	
HGNC:252	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide		ADH-2
HGNC:253	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	FDH	ADH-3, ADHX
HGNC:254	ADH5P1~withdrawn	entry withdrawn		
HGNC:22976	ADH5P2	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 2		
HGNC:22991	ADH5P3	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 3		
HGNC:21377	ADH5P4	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 4	ADH5B	bA707M13.2
HGNC:255	ADH6	alcohol dehydrogenase 6 (class V)		ADH-5
HGNC:256	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide		ADH-4
HGNC:16354	ADHFE1	alcohol dehydrogenase, iron containing 1		ADHFe1, FLJ32430
HGNC:30576	ADI1	acireductone dioxygenase 1		SIPL, MTCBP-1, ARD, APL1, FLJ10913, HMFT1638, mtnD
HGNC:28606	ADIG	adipogenin		MGC39724, SMAF1, RP5-1100H13.2
HGNC:13633	ADIPOQ	adiponectin, C1Q and collagen domain containing	ACDC	ACRP30, AdipoQ, apM1, GBP28, adiponectin
HGNC:40648	ADIPOQ-AS1	ADIPOQ antisense RNA 1		
HGNC:24040	ADIPOR1	adiponectin receptor 1		PAQR1, ACDCR1
HGNC:44910	ADIPOR1P1	adiponectin receptor 1 pseudogene 1		
HGNC:44911	ADIPOR1P2	adiponectin receptor 1 pseudogene 2		
HGNC:24041	ADIPOR2	adiponectin receptor 2		PAQR2, ACDCR2
HGNC:24043	ADIRF	adipogenesis regulatory factor	C10orf116	APM2, AFRO
HGNC:45127	ADIRF-AS1	ADIRF antisense RNA 1		
HGNC:16477	ADIR~withdrawn	symbol withdrawn, see TOR3A		
HGNC:257	ADK	adenosine kinase		AK
HGNC:258	ADL~withdrawn	symbol withdrawn, see SGCA		
HGNC:259	ADM	adrenomedullin		AM
HGNC:28898	ADM2	adrenomedullin 2		AM2, FLJ21135
HGNC:27293	ADM5	adrenomedullin 5 (putative)	C19orf76	AM5
HGNC:260	ADMLX~withdrawn	symbol withdrawn, see KAL1		
HGNC:261	ADMLY~withdrawn	symbol withdrawn, see KALP		
HGNC:15766	ADNP	activity-dependent neuroprotector homeobox		KIAA0784, ADNP1
HGNC:51227	ADNP-AS1	ADNP antisense RNA 1		
HGNC:23803	ADNP2	ADNP homeobox 2	ZNF508	KIAA0863
HGNC:23506	ADO	2-aminoethanethiol (cysteamine) dioxygenase	C10orf22	FLJ14547
HGNC:262	ADORA1	adenosine A1 receptor		RDC7
HGNC:263	ADORA2A	adenosine A2a receptor	ADORA2	RDC8
HGNC:37122	ADORA2A-AS1	ADORA2A antisense RNA 1	C22orf45	FLJ34651
HGNC:264	ADORA2B	adenosine A2b receptor		
HGNC:265	ADORA2BP1	adenosine A2b receptor pseudogene 1	ADORA2BP	
HGNC:266	ADORA2L1~withdrawn	entry withdrawn		
HGNC:267	ADORA2L2~withdrawn	entry withdrawn		
HGNC:268	ADORA3	adenosine A3 receptor		AD026
HGNC:25250	ADPGK	ADP-dependent glucokinase		DKFZp434B195, ADP-GK
HGNC:44144	ADPGK-AS1	ADPGK antisense RNA 1		
HGNC:269	ADPRH	ADP-ribosylarginine hydrolase		ARH1
HGNC:21303	ADPRHL1	ADP-ribosylhydrolase like 1		ARH2
HGNC:21304	ADPRHL2	ADP-ribosylhydrolase like 2		ARH3, FLJ20446
HGNC:30925	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese-dependent	C17orf48	MDS006
HGNC:277	ADRA1A	adrenoceptor alpha 1A	ADRA1C	ADRA1L1
HGNC:278	ADRA1B	adrenoceptor alpha 1B		
HGNC:279	ADRA1C~withdrawn	symbol withdrawn, see ADRA1A		
HGNC:280	ADRA1D	adrenoceptor alpha 1D		ADRA1R, ADRA1A, ADRA1
HGNC:281	ADRA2A	adrenoceptor alpha 2A	ADRA2, ADRA2R	ADRAR
HGNC:282	ADRA2B	adrenoceptor alpha 2B	ADRA2L1, ADRA2RL1	ADRARL1
HGNC:283	ADRA2C	adrenoceptor alpha 2C	ADRA2L2, ADRA2RL2	ADRARL2
HGNC:284	ADRA2L1~withdrawn	symbol withdrawn, see ADRA2B		
HGNC:285	ADRB1	adrenoceptor beta 1	ADRB1R	
HGNC:286	ADRB2	adrenoceptor beta 2	ADRB2R	ADRBR, BAR, B2AR
HGNC:287	ADRB2RL1~withdrawn	symbol withdrawn, see HTR1A		
HGNC:288	ADRB3	adrenoceptor beta 3		
HGNC:289	ADRBK1	adrenergic, beta, receptor kinase 1		GRK2, BARK1
HGNC:290	ADRBK2	adrenergic, beta, receptor kinase 2		GRK3, BARK2
HGNC:15759	ADRM1	adhesion regulating molecule 1		GP110, Rpn13, ARM1
HGNC:291	ADSL	adenylosuccinate lyase		
HGNC:292	ADSS	adenylosuccinate synthase		
HGNC:20093	ADSSL1	adenylosuccinate synthase like 1		FLJ38602
HGNC:294	ADTAA~withdrawn	symbol withdrawn, see AP2A1		
HGNC:295	ADTAB~withdrawn	symbol withdrawn, see AP2A2		
HGNC:296	ADTB1~withdrawn	symbol withdrawn, see AP1B1		
HGNC:299	ADTB2~withdrawn	symbol withdrawn, see AP2B1		
HGNC:300	ADTG~withdrawn	symbol withdrawn, see AP1G1		
HGNC:21214	ADTRP	androgen dependent TFPI regulating protein	C6orf105	dJ413H6.1, AIG1L
HGNC:293	ADT~withdrawn	entry withdrawn		
HGNC:301	AE1~withdrawn	symbol withdrawn, see SLC4A1		
HGNC:302	AE2~withdrawn	symbol withdrawn, see SLC4A2		
HGNC:303	AEBP1	AE binding protein 1		ACLP
HGNC:24051	AEBP2	AE binding protein 2		MGC17922
HGNC:305	AEMK~withdrawn	symbol withdrawn, see KCNA1		
HGNC:25722	AEN	apoptosis enhancing nuclease	ISG20L1	FLJ12484, FLJ12562
HGNC:306	AEPLC~withdrawn	symbol withdrawn, see BACE2		
HGNC:307	AES	amino-terminal enhancer of split		GRG5, TLE5
HGNC:308	AEZ~withdrawn	symbol withdrawn, see SLC39A4		
HGNC:309	AF8T	AF8 temperature sensitivity complementing		
HGNC:310	AFA	ankyloblepharon filiforme adnatum		
HGNC:24017	AFAP1	actin filament associated protein 1		AFAP-110, AFAP
HGNC:28141	AFAP1-AS1	AFAP1 antisense RNA 1	AFAP1AS, AFAP1-AS	MGC10981
HGNC:26714	AFAP1L1	actin filament associated protein 1 like 1		FLJ36748
HGNC:25901	AFAP1L2	actin filament associated protein 1 like 2	KIAA1914	FLJ14564, Em:AC005383.4, XB130
HGNC:311	AFCP~withdrawn	symbol withdrawn, see CAPG		
HGNC:312	AFD1	acrofacial dysostosis 1, Nager type		
HGNC:7135	AFF1	AF4/FMR2 family member 1	PBM1, MLLT2	AF-4, AF4
HGNC:3776	AFF2	AF4/FMR2 family member 2	FMR2	FRAXE
HGNC:41334	AFF2-IT1	AFF2 intronic transcript 1		
HGNC:6473	AFF3	AF4/FMR2 family member 3	LAF4	MLLT2-like
HGNC:17869	AFF4	AF4/FMR2 family member 4		AF5Q31, MCEF
HGNC:314	AFG3L1P	AFG3 like matrix AAA peptidase subunit 1, pseudogene	AFG3, AFG3L1	
HGNC:315	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	SCA28	SPAX5
HGNC:24169	AFG3L2P1	AFG3 like AAA ATPase 2 pseudogene 1	AFG3L2P	
HGNC:313	AFG3~withdrawn	symbol withdrawn, see AFG3L1P		
HGNC:316	AFM	afamin		ALB2, ALBA
HGNC:20910	AFMID	arylformamidase		DKFZp686F03259, KF
HGNC:317	AFP	alpha fetoprotein	HPAFP	FETA
HGNC:25951	AFTPH	aftiphilin		MGC33965, FLJ20080, FLJ23793, Nbla10388
HGNC:318	AGA	aspartylglucosaminidase		ASRG
HGNC:16922	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	CENTG2	KIAA1099, GGAP1
HGNC:41427	AGAP1-IT1	AGAP1 intronic transcript 1		
HGNC:16921	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	CENTG1	
HGNC:48633	AGAP2-AS1	AGAP2 antisense RNA 1		LOC100130776, PUNISHER
HGNC:16923	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	CENTG3	
HGNC:23459	AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	CTGLF1, AGAP8, CTGLF5	Em:AC012044.1, MRIP2
HGNC:23467	AGAP5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	CTGLF2	Em:AC073389.1
HGNC:23466	AGAP6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	CTGLF3	bA324H6.1
HGNC:23465	AGAP7P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene	CTGLF4, AGAP7	bA109G10.1
HGNC:23464	AGAP8~withdrawn	symbol withdrawn, see AGAP4		
HGNC:23463	AGAP9	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9	CTGLF6	bA301J7.2, FLJ00312
HGNC:23659	AGAP10P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 10 pseudogene	AGAP10, CTGLF7, CTGLF10P	bA358L16.1, bA144G6.2
HGNC:23462	AGAP10~withdrawn	symbol withdrawn, see AGAP10P		
HGNC:29421	AGAP11	ArfGAP with GTPase domain, ankyrin repeat and PH domain 11		KIAA1975
HGNC:23661	AGAP12P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene	CTGLF12P	bA164N7.2
HGNC:23499	AGAP13P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 13, pseudogene	CTGLF9P	bA548K23.1
HGNC:23660	AGAP14P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 14, pseudogene	CTGLF11P	bA145E20.1
HGNC:26504	AGBL1	ATP/GTP binding protein-like 1		FLJ32310, CCP4
HGNC:48617	AGBL1-AS1	AGBL1 antisense RNA 1		
HGNC:26296	AGBL2	ATP/GTP binding protein-like 2		FLJ23598, CCP2
HGNC:27981	AGBL3	ATP/GTP binding protein-like 3		MGC32955, CCP3
HGNC:25892	AGBL4	ATP/GTP binding protein-like 4		FLJ14442, CCP6
HGNC:41482	AGBL4-IT1	AGBL4 intronic transcript 1		
HGNC:26147	AGBL5	ATP/GTP binding protein-like 5		FLJ21839, CCP5
HGNC:41133	AGBL5-AS1	AGBL5 antisense RNA 1		
HGNC:41484	AGBL5-IT1	AGBL5 intronic transcript 1		
HGNC:320	AGER	advanced glycosylation end product-specific receptor		RAGE
